Opção,Ano,Categoria,Cultivar,Quantidade(Kg.)
Viniferas,1979,TINTAS,Trincdeira,-
Viniferas,1979,TINTAS,Trousseau,-
Viniferas,1979,TINTAS,Zinfandel,-
Viniferas,1979,TINTAS,Outras1,-
Viniferas,1979,BRANCAS E ROSADAS,-,36.390.466
Viniferas,1979,BRANCAS E ROSADAS,Aliatico,-
Viniferas,1979,BRANCAS E ROSADAS,Aligote,-
Viniferas,1979,BRANCAS E ROSADAS,Altesse,248
Viniferas,1979,BRANCAS E ROSADAS,Alvarinho,-
Viniferas,1979,BRANCAS E ROSADAS,Arriloba,-
Viniferas,1979,BRANCAS E ROSADAS,Auxerrois,-
Viniferas,1979,BRANCAS E ROSADAS,Burger,-
Viniferas,1979,BRANCAS E ROSADAS,Chardonnay,-
Viniferas,1979,BRANCAS E ROSADAS,Chasselas,916
Viniferas,1979,BRANCAS E ROSADAS,Chenin Blanc,-
Viniferas,1979,BRANCAS E ROSADAS,Clairette(1),86.382
Viniferas,1979,BRANCAS E ROSADAS,Colombard,-
Viniferas,1979,BRANCAS E ROSADAS,Flora,-
Viniferas,1979,BRANCAS E ROSADAS,Garganega,-
Viniferas,1979,BRANCAS E ROSADAS,Gewurztraminer,-
Viniferas,1979,BRANCAS E ROSADAS,Gouveio,-
Viniferas,1979,BRANCAS E ROSADAS,Gros Manseng,-
Viniferas,1979,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),-
Viniferas,1979,BRANCAS E ROSADAS,Maccabeo,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia,1.747.354
Viniferas,1979,BRANCAS E ROSADAS,Malvasia Amarela,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia Bianca,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia Chianti,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia Verde,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia di Candia,-
Viniferas,1979,BRANCAS E ROSADAS,Malvasia Istriana,-
Viniferas,1979,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,-
Viniferas,1979,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato Branco,11.743.280
Viniferas,1979,BRANCAS E ROSADAS,Moscato Canelli,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato Giallo,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato Nazareno,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato Bianco R2,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato de Alexandria,-
Viniferas,1979,BRANCAS E ROSADAS,Moscato Rosado,-
Viniferas,1979,BRANCAS E ROSADAS,Muscat à Petits Grains,-
Viniferas,1979,BRANCAS E ROSADAS,Muller Thurgau,-
Viniferas,1979,BRANCAS E ROSADAS,Muscadelle,-
Viniferas,1979,BRANCAS E ROSADAS,Ora,-
Viniferas,1979,BRANCAS E ROSADAS,Palomino,2.507
Viniferas,1979,BRANCAS E ROSADAS,Petit Manseng,-
Viniferas,1979,BRANCAS E ROSADAS,Peverella,1.959.410
Viniferas,1979,BRANCAS E ROSADAS,Pinot Blanc,930
Viniferas,1979,BRANCAS E ROSADAS,Pinot Gris,-
Viniferas,1979,BRANCAS E ROSADAS,Prosecco,-
Viniferas,1979,BRANCAS E ROSADAS,Red Veltliner,-
Viniferas,1979,BRANCAS E ROSADAS,Riesling Italico,1.886.081
Viniferas,1979,BRANCAS E ROSADAS,Riesling Renano,-
Viniferas,1979,BRANCAS E ROSADAS,Sauvignon Blanc(2),710.596
Viniferas,1979,BRANCAS E ROSADAS,Sauvignon Gris,-
Viniferas,1979,BRANCAS E ROSADAS,Seara Nova,-
Viniferas,1979,BRANCAS E ROSADAS,Semillon,1.125.402
Viniferas,1979,BRANCAS E ROSADAS,Schonburger,-
Viniferas,1979,BRANCAS E ROSADAS,Sylvaner,1.774
Viniferas,1979,BRANCAS E ROSADAS,Tocai Friulano,-
Viniferas,1979,BRANCAS E ROSADAS,Trebbiano,16.868.971
Viniferas,1979,BRANCAS E ROSADAS,Trebbiano Toscano,-
Viniferas,1979,BRANCAS E ROSADAS,Verdea,182
Viniferas,1979,BRANCAS E ROSADAS,Verdelho,-
Viniferas,1979,BRANCAS E ROSADAS,Verdiso,-
Viniferas,1979,BRANCAS E ROSADAS,Vermentino,3.848
Viniferas,1979,BRANCAS E ROSADAS,Vernaccia,252.585
Viniferas,1979,BRANCAS E ROSADAS,Viogner,-
Viniferas,1979,BRANCAS E ROSADAS,Viognier,-
Viniferas,1979,BRANCAS E ROSADAS,Outras(3),-
Viniferas,1980,TINTAS,-,17.369.967
Viniferas,1980,TINTAS,Alicante Bouschet,-
Viniferas,1980,TINTAS,Ancelota,-
Viniferas,1980,TINTAS,Aramon,-
Viniferas,1980,TINTAS,Alfrocheiro,-
Viniferas,1980,TINTAS,Arinarnoa,-
Viniferas,1980,TINTAS,Aspirant Bouschet,-
Viniferas,1980,TINTAS,Barbera,6.230.235
Viniferas,1980,TINTAS,Bonarda,1.120.992
Viniferas,1980,TINTAS,Cabernet Franc,5.152.023
Viniferas,1980,TINTAS,Cabernet Sauvignon,-
Viniferas,1980,TINTAS,Caladoc,-
Viniferas,1980,TINTAS,Campanario,-
Viniferas,1980,TINTAS,Canaiolo,475.017
Viniferas,1980,TINTAS,Carignan,-
Viniferas,1980,TINTAS,Carmenere,70.779
Viniferas,1980,TINTAS,Castelão,-
Viniferas,1980,TINTAS,Corvina,-
Viniferas,1980,TINTAS,Croatina,-
Viniferas,1980,TINTAS,Cinsaut,-
Viniferas,1980,TINTAS,Dom Felder,-
Viniferas,1980,TINTAS,Dolcetto,-
Viniferas,1980,TINTAS,Durif,-
Viniferas,1980,TINTAS,Egiodola,-
Viniferas,1980,TINTAS,Ekigaina,-
Viniferas,1980,TINTAS,Festival (Sugraone),-
Viniferas,1980,TINTAS,Franconia,-
Viniferas,1980,TINTAS,Freisa,-
Viniferas,1980,TINTAS,Gamay St Romain,52.878
Viniferas,1980,TINTAS,Gamay Beaujolais,-
Viniferas,1980,TINTAS,Grand Noir,3.012
Viniferas,1980,TINTAS,Grenache,6.268
Viniferas,1980,TINTAS,Jaen,-
Viniferas,1980,TINTAS,Lagrein,-
Viniferas,1980,TINTAS,Lambrusco,3.566
Viniferas,1980,TINTAS,Malbec,-
Viniferas,1980,TINTAS,Marzemina,91.706
Viniferas,1980,TINTAS,Merlot,1.907.623
Viniferas,1980,TINTAS,Marselan,-
Viniferas,1980,TINTAS,Mistura de uvas viníferas tinto,-
Viniferas,1980,TINTAS,Molinera,-
Viniferas,1980,TINTAS,Montepulciano,-
Viniferas,1980,TINTAS,Moscato Bailey,-
Viniferas,1980,TINTAS,Napa Gamay,-
Viniferas,1980,TINTAS,Nebbiolo,1.400
Viniferas,1980,TINTAS,Petit Verdot,-
Viniferas,1980,TINTAS,Petite Sirah,-
Viniferas,1980,TINTAS,Pinotage,-
Viniferas,1980,TINTAS,Pinot Noir,20.601
Viniferas,1980,TINTAS,Pinot Saint George,-
Viniferas,1980,TINTAS,Piriquita,-
Viniferas,1980,TINTAS,Primitivo,-
Viniferas,1980,TINTAS,Rebo,-
Viniferas,1980,TINTAS,Refosco,-
Viniferas,1980,TINTAS,Rondinella,-
Viniferas,1980,TINTAS,Ruby Cabernet,-
Viniferas,1980,TINTAS,Sangiovese,166.706
Viniferas,1980,TINTAS,Saperavi,-
Viniferas,1980,TINTAS,Sira (falsa),2.067.161
Viniferas,1980,TINTAS,Tannat,-
Viniferas,1980,TINTAS,Tempranillo,-
Viniferas,1980,TINTAS,Teroldego,-
Viniferas,1980,TINTAS,Torrontes,-
Viniferas,1980,TINTAS,Tinta Barroca,-
Viniferas,1980,TINTAS,Tinta Roriz,-
Viniferas,1980,TINTAS,Touriga Francesa,-
Viniferas,1980,TINTAS,Touriga Nacional,-
Viniferas,1980,TINTAS,Tinta Madeira,-
Viniferas,1980,TINTAS,Tintoria,-
Viniferas,1980,TINTAS,Trincdeira,-
Viniferas,1980,TINTAS,Trousseau,-
Viniferas,1980,TINTAS,Zinfandel,-
Viniferas,1980,TINTAS,Outras1,-
Viniferas,1980,BRANCAS E ROSADAS,-,28.354.293
Viniferas,1980,BRANCAS E ROSADAS,Aliatico,-
Viniferas,1980,BRANCAS E ROSADAS,Aligote,-
Viniferas,1980,BRANCAS E ROSADAS,Altesse,550
Viniferas,1980,BRANCAS E ROSADAS,Alvarinho,-
Viniferas,1980,BRANCAS E ROSADAS,Arriloba,-
Viniferas,1980,BRANCAS E ROSADAS,Auxerrois,-
Viniferas,1980,BRANCAS E ROSADAS,Burger,-
Viniferas,1980,BRANCAS E ROSADAS,Chardonnay,-
Viniferas,1980,BRANCAS E ROSADAS,Chasselas,1.524
Viniferas,1980,BRANCAS E ROSADAS,Chenin Blanc,-
Viniferas,1980,BRANCAS E ROSADAS,Clairette(1),29.871
Viniferas,1980,BRANCAS E ROSADAS,Colombard,-
Viniferas,1980,BRANCAS E ROSADAS,Flora,-
Viniferas,1980,BRANCAS E ROSADAS,Garganega,-
Viniferas,1980,BRANCAS E ROSADAS,Gewurztraminer,-
Viniferas,1980,BRANCAS E ROSADAS,Gouveio,-
Viniferas,1980,BRANCAS E ROSADAS,Gros Manseng,-
Viniferas,1980,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),-
Viniferas,1980,BRANCAS E ROSADAS,Maccabeo,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia,2.115.375
Viniferas,1980,BRANCAS E ROSADAS,Malvasia Amarela,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia Bianca,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia Chianti,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia Verde,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia di Candia,-
Viniferas,1980,BRANCAS E ROSADAS,Malvasia Istriana,-
Viniferas,1980,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,-
Viniferas,1980,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato Branco,7.650.069
Viniferas,1980,BRANCAS E ROSADAS,Moscato Canelli,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato Giallo,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato Nazareno,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato Bianco R2,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato de Alexandria,-
Viniferas,1980,BRANCAS E ROSADAS,Moscato Rosado,-
Viniferas,1980,BRANCAS E ROSADAS,Muscat à Petits Grains,-
Viniferas,1980,BRANCAS E ROSADAS,Muller Thurgau,-
Viniferas,1980,BRANCAS E ROSADAS,Muscadelle,-
Viniferas,1980,BRANCAS E ROSADAS,Ora,-
Viniferas,1980,BRANCAS E ROSADAS,Palomino,3.917
Viniferas,1980,BRANCAS E ROSADAS,Petit Manseng,-
Viniferas,1980,BRANCAS E ROSADAS,Peverella,1.047.031
Viniferas,1980,BRANCAS E ROSADAS,Pinot Blanc,900
Viniferas,1980,BRANCAS E ROSADAS,Pinot Gris,-
Viniferas,1980,BRANCAS E ROSADAS,Prosecco,-
Viniferas,1980,BRANCAS E ROSADAS,Red Veltliner,-
Viniferas,1980,BRANCAS E ROSADAS,Riesling Italico,2.360.144
Viniferas,1980,BRANCAS E ROSADAS,Riesling Renano,-
Viniferas,1980,BRANCAS E ROSADAS,Sauvignon Blanc(2),677.739
Viniferas,1980,BRANCAS E ROSADAS,Sauvignon Gris,-
Viniferas,1980,BRANCAS E ROSADAS,Seara Nova,-
Viniferas,1980,BRANCAS E ROSADAS,Semillon,1.150.235
Viniferas,1980,BRANCAS E ROSADAS,Schonburger,-
Viniferas,1980,BRANCAS E ROSADAS,Sylvaner,5.468
Viniferas,1980,BRANCAS E ROSADAS,Tocai Friulano,-
Viniferas,1980,BRANCAS E ROSADAS,Trebbiano,13.100.126
Viniferas,1980,BRANCAS E ROSADAS,Trebbiano Toscano,-
Viniferas,1980,BRANCAS E ROSADAS,Verdea,-
Viniferas,1980,BRANCAS E ROSADAS,Verdelho,-
Viniferas,1980,BRANCAS E ROSADAS,Verdiso,11.497
Viniferas,1980,BRANCAS E ROSADAS,Vermentino,2.446
Viniferas,1980,BRANCAS E ROSADAS,Vernaccia,197.401
Viniferas,1980,BRANCAS E ROSADAS,Viogner,-
Viniferas,1980,BRANCAS E ROSADAS,Viognier,-
Viniferas,1980,BRANCAS E ROSADAS,Outras(3),-
Viniferas,1981,TINTAS,-,27.976.307
Viniferas,1981,TINTAS,Alicante Bouschet,-
Viniferas,1981,TINTAS,Ancelota,-
Viniferas,1981,TINTAS,Aramon,-
Viniferas,1981,TINTAS,Alfrocheiro,-
Viniferas,1981,TINTAS,Arinarnoa,-
Viniferas,1981,TINTAS,Aspirant Bouschet,-
Viniferas,1981,TINTAS,Barbera,9.078.325
Viniferas,1981,TINTAS,Bonarda,2.516.029
Viniferas,1981,TINTAS,Cabernet Franc,8.414.657
Viniferas,1981,TINTAS,Cabernet Sauvignon,-
Viniferas,1981,TINTAS,Caladoc,-
Viniferas,1981,TINTAS,Campanario,-
Viniferas,1981,TINTAS,Canaiolo,701.411
Viniferas,1981,TINTAS,Carignan,-
Viniferas,1981,TINTAS,Carmenere,132.650
Viniferas,1981,TINTAS,Castelão,-
Viniferas,1981,TINTAS,Corvina,-
Viniferas,1981,TINTAS,Croatina,-
Viniferas,1981,TINTAS,Cinsaut,4.148
Viniferas,1981,TINTAS,Dom Felder,-
Viniferas,1981,TINTAS,Dolcetto,-
Viniferas,1981,TINTAS,Durif,11.134
Viniferas,1981,TINTAS,Egiodola,-
Viniferas,1981,TINTAS,Ekigaina,-
Viniferas,1981,TINTAS,Festival (Sugraone),-
Viniferas,1981,TINTAS,Franconia,-
Viniferas,1981,TINTAS,Freisa,-
Viniferas,1981,TINTAS,Gamay St Romain,167.142
Viniferas,1981,TINTAS,Gamay Beaujolais,-
Viniferas,1981,TINTAS,Grand Noir,-
Viniferas,1981,TINTAS,Grenache,12.138
Viniferas,1981,TINTAS,Jaen,-
Viniferas,1981,TINTAS,Lagrein,-
Viniferas,1981,TINTAS,Lambrusco,13.886
Viniferas,1981,TINTAS,Malbec,12.745
Viniferas,1981,TINTAS,Marzemina,108.290
Viniferas,1981,TINTAS,Merlot,4.618.249
Viniferas,1981,TINTAS,Marselan,-
Viniferas,1981,TINTAS,Mistura de uvas viníferas tinto,-
Viniferas,1981,TINTAS,Molinera,-
Viniferas,1981,TINTAS,Montepulciano,-
Viniferas,1981,TINTAS,Moscato Bailey,-
Viniferas,1981,TINTAS,Napa Gamay,-
Viniferas,1981,TINTAS,Nebbiolo,-
Viniferas,1981,TINTAS,Petit Verdot,-
Viniferas,1981,TINTAS,Petite Sirah,-
Viniferas,1981,TINTAS,Pinotage,-
Viniferas,1981,TINTAS,Pinot Noir,7.076
Viniferas,1981,TINTAS,Pinot Saint George,-
Viniferas,1981,TINTAS,Piriquita,-
Viniferas,1981,TINTAS,Primitivo,-
Viniferas,1981,TINTAS,Rebo,-
Viniferas,1981,TINTAS,Refosco,-
Viniferas,1981,TINTAS,Rondinella,-
Viniferas,1981,TINTAS,Ruby Cabernet,-
Viniferas,1981,TINTAS,Sangiovese,162.563
Viniferas,1981,TINTAS,Saperavi,-
Viniferas,1981,TINTAS,Sira (falsa),2.015.864
Viniferas,1981,TINTAS,Tannat,-
Viniferas,1981,TINTAS,Tempranillo,-
Viniferas,1981,TINTAS,Teroldego,-
Viniferas,1981,TINTAS,Torrontes,-
Viniferas,1981,TINTAS,Tinta Barroca,-
Viniferas,1981,TINTAS,Tinta Roriz,-
Viniferas,1981,TINTAS,Touriga Francesa,-
Viniferas,1981,TINTAS,Touriga Nacional,-
Viniferas,1981,TINTAS,Tinta Madeira,-
Viniferas,1981,TINTAS,Tintoria,-
Viniferas,1981,TINTAS,Trincdeira,-
Viniferas,1981,TINTAS,Trousseau,-
Viniferas,1981,TINTAS,Zinfandel,-
Viniferas,1981,TINTAS,Outras1,-
Viniferas,1981,BRANCAS E ROSADAS,-,39.473.039
Viniferas,1981,BRANCAS E ROSADAS,Aliatico,-
Viniferas,1981,BRANCAS E ROSADAS,Aligote,482
Viniferas,1981,BRANCAS E ROSADAS,Altesse,5.430
Viniferas,1981,BRANCAS E ROSADAS,Alvarinho,-
Viniferas,1981,BRANCAS E ROSADAS,Arriloba,-
Viniferas,1981,BRANCAS E ROSADAS,Auxerrois,-
Viniferas,1981,BRANCAS E ROSADAS,Burger,-
Viniferas,1981,BRANCAS E ROSADAS,Chardonnay,766
Viniferas,1981,BRANCAS E ROSADAS,Chasselas,18.384
Viniferas,1981,BRANCAS E ROSADAS,Chenin Blanc,-
Viniferas,1981,BRANCAS E ROSADAS,Clairette(1),52.133
Viniferas,1981,BRANCAS E ROSADAS,Colombard,-
Viniferas,1981,BRANCAS E ROSADAS,Flora,-
Viniferas,1981,BRANCAS E ROSADAS,Garganega,-
Viniferas,1981,BRANCAS E ROSADAS,Gewurztraminer,1.008
Viniferas,1981,BRANCAS E ROSADAS,Gouveio,-
Viniferas,1981,BRANCAS E ROSADAS,Gros Manseng,-
Viniferas,1981,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),-
Viniferas,1981,BRANCAS E ROSADAS,Maccabeo,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia,1.614.552
Viniferas,1981,BRANCAS E ROSADAS,Malvasia Amarela,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia Bianca,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia Chianti,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia Verde,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia di Candia,-
Viniferas,1981,BRANCAS E ROSADAS,Malvasia Istriana,-
Viniferas,1981,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,-
Viniferas,1981,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato Branco,12.114.399
Viniferas,1981,BRANCAS E ROSADAS,Moscato Canelli,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato Giallo,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato Nazareno,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato Bianco R2,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato de Alexandria,-
Viniferas,1981,BRANCAS E ROSADAS,Moscato Rosado,-
Viniferas,1981,BRANCAS E ROSADAS,Muscat à Petits Grains,-
Viniferas,1981,BRANCAS E ROSADAS,Muller Thurgau,-
Viniferas,1981,BRANCAS E ROSADAS,Muscadelle,-
Viniferas,1981,BRANCAS E ROSADAS,Ora,-
Viniferas,1981,BRANCAS E ROSADAS,Palomino,5.329
Viniferas,1981,BRANCAS E ROSADAS,Petit Manseng,-
Viniferas,1981,BRANCAS E ROSADAS,Peverella,1.508.861
Viniferas,1981,BRANCAS E ROSADAS,Pinot Blanc,572
Viniferas,1981,BRANCAS E ROSADAS,Pinot Gris,-
Viniferas,1981,BRANCAS E ROSADAS,Prosecco,-
Viniferas,1981,BRANCAS E ROSADAS,Red Veltliner,1.156
Viniferas,1981,BRANCAS E ROSADAS,Riesling Italico,3.447.930
Viniferas,1981,BRANCAS E ROSADAS,Riesling Renano,-
Viniferas,1981,BRANCAS E ROSADAS,Sauvignon Blanc(2),880.228
Viniferas,1981,BRANCAS E ROSADAS,Sauvignon Gris,-
Viniferas,1981,BRANCAS E ROSADAS,Seara Nova,-
Viniferas,1981,BRANCAS E ROSADAS,Semillon,1.547.289
Viniferas,1981,BRANCAS E ROSADAS,Schonburger,-
Viniferas,1981,BRANCAS E ROSADAS,Sylvaner,11.068
Viniferas,1981,BRANCAS E ROSADAS,Tocai Friulano,-
Viniferas,1981,BRANCAS E ROSADAS,Trebbiano,17.883.890
Viniferas,1981,BRANCAS E ROSADAS,Trebbiano Toscano,-
Viniferas,1981,BRANCAS E ROSADAS,Verdea,-
Viniferas,1981,BRANCAS E ROSADAS,Verdelho,-
Viniferas,1981,BRANCAS E ROSADAS,Verdiso,10.279
Viniferas,1981,BRANCAS E ROSADAS,Vermentino,2.487
Viniferas,1981,BRANCAS E ROSADAS,Vernaccia,366.796
Viniferas,1981,BRANCAS E ROSADAS,Viogner,-
Viniferas,1981,BRANCAS E ROSADAS,Viognier,-
Viniferas,1981,BRANCAS E ROSADAS,Outras(3),-
Viniferas,1982,TINTAS,-,31.912.172
Viniferas,1982,TINTAS,Alicante Bouschet,-
Viniferas,1982,TINTAS,Ancelota,-
Viniferas,1982,TINTAS,Aramon,-
Viniferas,1982,TINTAS,Alfrocheiro,-
Viniferas,1982,TINTAS,Arinarnoa,-
Viniferas,1982,TINTAS,Aspirant Bouschet,-
Viniferas,1982,TINTAS,Barbera,11.552.200
Viniferas,1982,TINTAS,Bonarda,2.210.953
Viniferas,1982,TINTAS,Cabernet Franc,8.730.177
Viniferas,1982,TINTAS,Cabernet Sauvignon,-
Viniferas,1982,TINTAS,Caladoc,-
Viniferas,1982,TINTAS,Campanario,-
Viniferas,1982,TINTAS,Canaiolo,812.569
Viniferas,1982,TINTAS,Carignan,406
Viniferas,1982,TINTAS,Carmenere,102.813
Viniferas,1982,TINTAS,Castelão,-
Viniferas,1982,TINTAS,Corvina,-
Viniferas,1982,TINTAS,Croatina,-
Viniferas,1982,TINTAS,Cinsaut,6.229
Viniferas,1982,TINTAS,Dom Felder,-
Viniferas,1982,TINTAS,Dolcetto,-
Viniferas,1982,TINTAS,Durif,7.496
Viniferas,1982,TINTAS,Egiodola,-
Viniferas,1982,TINTAS,Ekigaina,-
Viniferas,1982,TINTAS,Festival (Sugraone),-
Viniferas,1982,TINTAS,Franconia,-
Viniferas,1982,TINTAS,Freisa,-
Viniferas,1982,TINTAS,Gamay St Romain,298.609
Viniferas,1982,TINTAS,Gamay Beaujolais,-
Viniferas,1982,TINTAS,Grand Noir,-
Viniferas,1982,TINTAS,Grenache,17.212
Viniferas,1982,TINTAS,Jaen,-
Viniferas,1982,TINTAS,Lagrein,-
Viniferas,1982,TINTAS,Lambrusco,300
Viniferas,1982,TINTAS,Malbec,14.466
Viniferas,1982,TINTAS,Marzemina,88.008
Viniferas,1982,TINTAS,Merlot,5.762.774
Viniferas,1982,TINTAS,Marselan,-
Viniferas,1982,TINTAS,Mistura de uvas viníferas tinto,-
Viniferas,1982,TINTAS,Molinera,-
Viniferas,1982,TINTAS,Montepulciano,-
Viniferas,1982,TINTAS,Moscato Bailey,-
Viniferas,1982,TINTAS,Napa Gamay,-
Viniferas,1982,TINTAS,Nebbiolo,600
Viniferas,1982,TINTAS,Petit Verdot,-
Viniferas,1982,TINTAS,Petite Sirah,-
Viniferas,1982,TINTAS,Pinotage,-
Viniferas,1982,TINTAS,Pinot Noir,10.948
Viniferas,1982,TINTAS,Pinot Saint George,-
Viniferas,1982,TINTAS,Piriquita,-
Viniferas,1982,TINTAS,Primitivo,-
Viniferas,1982,TINTAS,Rebo,-
Viniferas,1982,TINTAS,Refosco,-
Viniferas,1982,TINTAS,Rondinella,-
Viniferas,1982,TINTAS,Ruby Cabernet,-
Viniferas,1982,TINTAS,Sangiovese,182.898
Viniferas,1982,TINTAS,Saperavi,-
Viniferas,1982,TINTAS,Sira (falsa),2.113.514
Viniferas,1982,TINTAS,Tannat,-
Viniferas,1982,TINTAS,Tempranillo,-
Viniferas,1982,TINTAS,Teroldego,-
Viniferas,1982,TINTAS,Torrontes,-
Viniferas,1982,TINTAS,Tinta Barroca,-
Viniferas,1982,TINTAS,Tinta Roriz,-
Viniferas,1982,TINTAS,Touriga Francesa,-
Viniferas,1982,TINTAS,Touriga Nacional,-
Viniferas,1982,TINTAS,Tinta Madeira,-
Viniferas,1982,TINTAS,Tintoria,-
Viniferas,1982,TINTAS,Trincdeira,-
Viniferas,1982,TINTAS,Trousseau,-
Viniferas,1982,TINTAS,Zinfandel,-
Viniferas,1982,TINTAS,Outras1,-
Viniferas,1982,BRANCAS E ROSADAS,-,46.757.024
Viniferas,1982,BRANCAS E ROSADAS,Aliatico,-
Viniferas,1982,BRANCAS E ROSADAS,Aligote,590
Viniferas,1982,BRANCAS E ROSADAS,Altesse,11.086
Viniferas,1982,BRANCAS E ROSADAS,Alvarinho,-
Viniferas,1982,BRANCAS E ROSADAS,Arriloba,-
Viniferas,1982,BRANCAS E ROSADAS,Auxerrois,-
Viniferas,1982,BRANCAS E ROSADAS,Burger,-
Viniferas,1982,BRANCAS E ROSADAS,Chardonnay,2.590
Viniferas,1982,BRANCAS E ROSADAS,Chasselas,44.280
Viniferas,1982,BRANCAS E ROSADAS,Chenin Blanc,228
Viniferas,1982,BRANCAS E ROSADAS,Clairette(1),67.028
Viniferas,1982,BRANCAS E ROSADAS,Colombard,-
Viniferas,1982,BRANCAS E ROSADAS,Flora,-
Viniferas,1982,BRANCAS E ROSADAS,Garganega,-
Viniferas,1982,BRANCAS E ROSADAS,Gewurztraminer,1.258
Viniferas,1982,BRANCAS E ROSADAS,Gouveio,-
Viniferas,1982,BRANCAS E ROSADAS,Gros Manseng,-
Viniferas,1982,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),-
Viniferas,1982,BRANCAS E ROSADAS,Maccabeo,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia,2.522.725
Viniferas,1982,BRANCAS E ROSADAS,Malvasia Amarela,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia Bianca,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia Chianti,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia Verde,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia di Candia,-
Viniferas,1982,BRANCAS E ROSADAS,Malvasia Istriana,-
Viniferas,1982,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,-
Viniferas,1982,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato Branco,13.984.946
Viniferas,1982,BRANCAS E ROSADAS,Moscato Canelli,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato Giallo,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato Nazareno,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato Bianco R2,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato de Alexandria,-
Viniferas,1982,BRANCAS E ROSADAS,Moscato Rosado,-
Viniferas,1982,BRANCAS E ROSADAS,Muscat à Petits Grains,-
Viniferas,1982,BRANCAS E ROSADAS,Muller Thurgau,-
Viniferas,1982,BRANCAS E ROSADAS,Muscadelle,-
Viniferas,1982,BRANCAS E ROSADAS,Ora,-
Viniferas,1982,BRANCAS E ROSADAS,Palomino,5.687
Viniferas,1982,BRANCAS E ROSADAS,Petit Manseng,-
Viniferas,1982,BRANCAS E ROSADAS,Peverella,2.423.524
Viniferas,1982,BRANCAS E ROSADAS,Pinot Blanc,1.825
Viniferas,1982,BRANCAS E ROSADAS,Pinot Gris,-
Viniferas,1982,BRANCAS E ROSADAS,Prosecco,7.771
Viniferas,1982,BRANCAS E ROSADAS,Red Veltliner,4.240
Viniferas,1982,BRANCAS E ROSADAS,Riesling Italico,3.752.318
Viniferas,1982,BRANCAS E ROSADAS,Riesling Renano,-
Viniferas,1982,BRANCAS E ROSADAS,Sauvignon Blanc(2),122.285
Viniferas,1982,BRANCAS E ROSADAS,Sauvignon Gris,-
Viniferas,1982,BRANCAS E ROSADAS,Seara Nova,5.300
Viniferas,1982,BRANCAS E ROSADAS,Semillon,2.699.929
Viniferas,1982,BRANCAS E ROSADAS,Schonburger,-
Viniferas,1982,BRANCAS E ROSADAS,Sylvaner,14.451
